MsgID.LOCAL_VELOCITY,0.0000000,0.2800000,8.8400000,0.0300000
MsgID.LOCAL_POSITION,295.8570000,0.6678931,23.1938667,-2.9645436
MsgID.LOCAL_VELOCITY,295.8570000,0.1272966,7.9041557,0.0718181
MsgID.GLOBAL_POSITION,0.0000000,-122.3954910,37.7932951,2.9640000
MsgID.LOCAL_VELOCITY,0.0000000,0.1200000,7.9000000,0.0700000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.LOCAL_POSITION,296.1070000,0.5693993,24.6669483,-2.9665756
MsgID.LOCAL_VELOCITY,296.1070000,0.0773010,6.0368385,0.0139151
MsgID.GLOBAL_POSITION,0.0000000,-122.3954744,37.7932943,2.9660000
MsgID.LOCAL_VELOCITY,0.0000000,0.0700000,6.0300000,0.0100000
MsgID.GLOBAL_POSITION,0.0000000,-122.3954583,37.7932950,2.9640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,4.1800000,-0.0400000
MsgID.LOCAL_POSITION,296.3570000,0.6560898,26.1011219,-2.9643049
MsgID.LOCAL_VELOCITY,296.3570000,0.0698777,4.1887207,-0.0472124
MsgID.LOCAL_POSITION,296.6070000,0.5342484,26.9692574,-2.9645677
MsgID.LOCAL_VELOCITY,296.6070000,0.0622429,2.7562397,-0.0393691
MsgID.GLOBAL_POSITION,0.0000000,-122.3954485,37.7932939,2.9640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,2.7500000,-0.0300000
MsgID.LOCAL_POSITION,296.8570000,0.4944538,27.4924545,-2.9586248
MsgID.LOCAL_VELOCITY,296.8570000,0.1051346,1.1354535,-0.1424313
MsgID.GLOBAL_POSITION,0.0000000,-122.3954426,37.7932936,2.9580000
MsgID.LOCAL_VELOCITY,0.0000000,0.1000000,1.1300000,-0.1400000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932891,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3954410,37.7932952,2.9610000
MsgID.LOCAL_VELOCITY,0.0000000,0.1400000,-0.1400000,-0.1300000
MsgID.LOCAL_POSITION,297.1070000,0.6784545,27.6385059,-2.9610546
MsgID.LOCAL_VELOCITY,297.1070000,0.1433693,-0.1424822,-0.1334418
MsgID.GLOBAL_POSITION,0.0000000,-122.3954451,37.7932947,2.9550000
MsgID.LOCAL_VELOCITY,0.0000000,0.1000000,-1.4800000,-0.1200000
MsgID.LOCAL_POSITION,297.3570000,0.6146201,27.2752075,-2.9554036
MsgID.LOCAL_VELOCITY,297.3570000,0.1023338,-1.4855810,-0.1214864
MsgID.GLOBAL_POSITION,0.0000000,-122.3954503,37.7932954,2.9640000
